Name,Town,City,Locality,Country,Latitude,Longitude
Keeldra Lough,Mohill,,Leitrim,IE,53.918343,-7.7742
"Cormongan Pier, Lough Allen",,,Leitrim,IE,54.130058,-8.01796
Kilteery Pier,,,Limerick,IE,52.594439,-9.223787
Glin Pier,,,Limerick,IE,52.575339,-9.283386
Giles Quay,,,Louth,IE,53.986982,-6.239891
"Mullaghroe Beach,",,,Mayo,IE,54.138306,-10.075836
Mulrany Beach,,,Mayo,IE,53.897081,-9.785213
"Old Head Beach, Fallduff Strand, Louisburgh",,,Mayo,IE,53.776616,-9.770107
Doolough Valley and Lake,,,Mayo,IE,53.732746,-9.797101
Bertra Strand,Croagh Patrick,,Mayo,IE,53.788128,-9.662304
"Fallmore Beach,",,,Mayo,IE,54.099671,-10.108967
Keel Beach,,,Mayo,IE,53.973859,-10.068626
Keem Beach,,,Mayo,IE,53.970426,-10.190849
Lough Accorymore,,,Mayo,IE,53.981733,-10.165443
"Ross Beach, Killala",,,Mayo,IE,54.232528,-9.198561
"Carrowmore Beach, Louisburgh",,,Mayo,IE,53.770377,-9.829931
Charlestown Outdoor Pool,,,Mayo,IE,53.964367,-8.793011
Doogort Beach,,,Mayo,IE,54.01251,-10.021076
Belmullet Tidal Pool,,,Mayo,IE,54.217389,-9.990194
"Doogort, Golden Strand",,,Mayo,IE,54.013619,-9.992752
Annaghmakerrig Lake,,,Monaghan,IE,54.131064,-7.102318
"Emy Lough, Emyvale",,,Monaghan,IE,54.342749,-6.942329
Lough Muckno,,,Monaghan,IE,54.125129,-6.709042
Banagher Outdoor Pool,,,Offaly,IE,53.194002,-7.993755
Cavestown Lake,,,Roscommon,IE,53.925924,-8.259401
Rosses Point,,,Sligo,IE,54.311266,-8.571568
Raghly,,,Sligo,IE,54.336344,-8.649158
Lough Easkey,,,Sligo,IE,54.15198,-8.86116
Dunmoran Strand,,,Sligo,IE,54.263069,-8.724389
Streedagh Beach,,,Sligo,IE,54.398424,-8.567748
Mullaghmore,,,Sligo,IE,54.461657,-8.451576
Lough Gill,,,Sligo,IE,54.253766,-8.372242
Lough Gara,,,Sligo,IE,53.961338,-8.436813
Enniscrone Beach,,,Sligo,IE,54.213158,-9.101658
Lough Derg,,Dromineer,Tipperary,IE,52.926543,-8.277807
Newtown Cove / Guillamene,,,Waterford,IE,52.143708,-7.166262
Bunmahon,,,Waterford,IE,52.140574,-7.364788
Clonea Strand,,,Waterford,IE,52.094273,-7.544518
Ballymacaw Cove,,,Waterford,IE,52.132224,-7.390366
Dunmore East,,,Waterford,IE,52.155347,-6.994922
Ardmore,,,Waterford,IE,51.953258,-7.722359
Ballydowane Bay,,,Waterford,IE,52.132224,-7.390366
Ballyquinn Beach,,,Waterford,IE,52.249507,-10.161538
Stradbally Cove,,,Waterford,IE,52.125058,-7.460704
Tramore Beach,,,Waterford,IE,52.159612,-7.147293
Whiting Bay,,,Waterford,IE,51.950878,-7.767849
Lough Owel,,,Westmeath,IE,53.576842,-7.366362
Lough Lene,,,Westmeath,IE,53.659797,-7.194357
Lough Derravaragh,,,Westmeath,IE,53.628165,-7.305665
Ballymoney Beach,,,Wexford,IE,52.67997,-6.20263
Ballinesker Beach,,,Wexford,IE,52.400795,-6.358166
Baginbun Head Beach,,,Wexford,IE,52.177827,-6.830921
Grange Strand,,,Wexford,IE,52.198751,-6.829813
Pollshone Beach,,,Wexford,IE,52.603882,-6.209421
Rosslare Strand,,,Wexford,IE,52.272779,-6.385117
Courtown Beach,,,Wexford,IE,52.646422,-6.226115
Curracloe,,,Wexford,IE,52.394616,-6.361771
Kilmore Quay,,,Wexford,IE,52.174887,-6.594207
Carne Beach,,,Wexford,IE,52.197936,-6.349547
"Morriscastle Beach, Kilmuckridge",,,Wexford,IE,52.516299,-6.235943
Lough Ouler,,,Wicklow,IE,53.060849,-6.370554
Cleevaun Lough,,,Wicklow,IE,53.106509,-6.401871
Greystones,,,Wicklow,IE,53.15795,-6.07378
Clogga Beach,Arklow,,Wicklow,IE,52.760321,-6.145005
Bray,,,Wicklow,IE,53.205066,-6.098499
Brittas Bay,,,Wicklow,IE,52.874,-6.063595
Lough Bray Upper,,,Wicklow,IE,53.181967,-6.300716
"Lough Firrib, Wicklow Gap",,,Wicklow,IE,53.028207,-6.439018
